,appid,total_playtime,appname,lat,lon,country
19504,1250,894,Killing Floor,60.12816100000001,18.643501,SE
19523,35700,616,Trine,60.12816100000001,18.643501,SE
19547,10180,1718,Call of Duty: Modern Warfare 2,60.12816100000001,18.643501,SE
19593,41500,1333,Torchlight,60.12816100000001,18.643501,SE
19614,550,2594,Left 4 Dead 2,60.12816100000001,18.643501,SE
19659,10680,280,Aliens vs. Predator,60.12816100000001,18.643501,SE
19662,8190,294,Just Cause 2,60.12816100000001,18.643501,SE
19666,40100,40,Supreme Commander 2,60.12816100000001,18.643501,SE
19669,43110,640,Metro 2033,60.12816100000001,18.643501,SE
19684,4920,586,Natural Selection 2,60.12816100000001,18.643501,SE
19702,50130,367,Mafia II (Classic),60.12816100000001,18.643501,SE
19716,32460,205,Monkey Island 2: Special Edition,60.12816100000001,18.643501,SE
19728,28000,74,Kane & Lynch 2: Dog Days,60.12816100000001,18.643501,SE
19735,50620,75,Darksiders,60.12816100000001,18.643501,SE
19736,22380,59,Fallout: New Vegas,60.12816100000001,18.643501,SE
19737,42700,1714,Call of Duty: Black Ops,60.12816100000001,18.643501,SE
19779,42710,2059,Call of Duty: Black Ops - Multiplayer,60.12816100000001,18.643501,SE
19782,35130,198,Lara Croft and the Guardian of Light,60.12816100000001,18.643501,SE
19789,42910,995,Magicka,60.12816100000001,18.643501,SE
19818,21100,301,F.E.A.R. 3,60.12816100000001,18.643501,SE
19829,620,1397,Portal 2,60.12816100000001,18.643501,SE
19879,71250,596,Sonic Adventure DX,60.12816100000001,18.643501,SE
19886,18500,16,Defense Grid: The Awakening,60.12816100000001,18.643501,SE
19896,26500,11,Cogs,60.12816100000001,18.643501,SE
19897,38700,8,Toki Tori,60.12816100000001,18.643501,SE
19898,38720,18,RUSH,60.12816100000001,18.643501,SE
19899,40800,159,Super Meat Boy,60.12816100000001,18.643501,SE
19902,63700,39,BIT.TRIP BEAT,60.12816100000001,18.643501,SE
19909,105600,7200,Terraria,60.12816100000001,18.643501,SE
19932,57900,92,Duke Nukem Forever,60.12816100000001,18.643501,SE
19939,94200,298,Jamestown,60.12816100000001,18.643501,SE
19965,22230,54,Rock of Ages,60.12816100000001,18.643501,SE
19969,99300,340,Renegade Ops,60.12816100000001,18.643501,SE
19970,107100,61,Bastion,60.12816100000001,18.643501,SE
19972,9200,128,RAGE,60.12816100000001,18.643501,SE
19974,35450,646,Rising Storm/Red Orchestra 2 Multiplayer,60.12816100000001,18.643501,SE
19986,42680,328,Call of Duty: Modern Warfare 3,60.12816100000001,18.643501,SE
20003,65800,4100,Dungeon Defenders,60.12816100000001,18.643501,SE
20027,91100,31,SkyDrift,60.12816100000001,18.643501,SE
20029,35720,394,Trine 2,60.12816100000001,18.643501,SE
20046,71340,1151,Sonic Generations,60.12816100000001,18.643501,SE
20072,91600,492,Sanctum,60.12816100000001,18.643501,SE
20087,200900,934,Cave Story+,60.12816100000001,18.643501,SE
20134,98800,120,Dungeons of Dredmor,60.12816100000001,18.643501,SE
20141,207610,207,The Walking Dead,60.12816100000001,18.643501,SE
20151,200710,1398,Torchlight II,60.12816100000001,18.643501,SE
20199,50300,475,Spec Ops: The Line,60.12816100000001,18.643501,SE
20240,204180,176,Waveform,60.12816100000001,18.643501,SE
20252,206440,246,To the Moon,60.12816100000001,18.643501,SE
20253,211420,358,DARK SOULS™: Prepare To Die Edition,60.12816100000001,18.643501,SE
20277,204300,351,Awesomenauts,60.12816100000001,18.643501,SE
20292,730,1327,Counter-Strike: Global Offensive,60.12816100000001,18.643501,SE
20343,49520,2506,Borderlands 2,60.12816100000001,18.643501,SE
20374,200510,4731,XCOM: Enemy Unknown,60.12816100000001,18.643501,SE
20428,202970,1007,Call of Duty: Black Ops II,60.12816100000001,18.643501,SE
20454,202990,305,Call of Duty: Black Ops II - Multiplayer,60.12816100000001,18.643501,SE
20455,204360,230,Castle Crashers,60.12816100000001,18.643501,SE
20456,203140,1007,Hitman: Absolution,60.12816100000001,18.643501,SE
20488,219640,494,Chivalry: Medieval Warfare,60.12816100000001,18.643501,SE
20493,223220,147,Giana Sisters: Twisted Dreams,60.12816100000001,18.643501,SE
20500,55230,290,Saints Row: The Third,60.12816100000001,18.643501,SE
20504,220780,170,Thomas Was Alone,60.12816100000001,18.643501,SE
20530,213610,4075,Sonic Adventure™ 2 ,60.12816100000001,18.643501,SE
20543,221640,100,Super Hexagon,60.12816100000001,18.643501,SE
20544,221810,270,The Cave,60.12816100000001,18.643501,SE
20549,203160,617,Tomb Raider,60.12816100000001,18.643501,SE
20568,212480,532,Sonic & All-Stars Racing Transformed Collection,60.12816100000001,18.643501,SE
20586,8870,824,BioShock Infinite,60.12816100000001,18.643501,SE
20616,209540,38,Strike Suit Zero,60.12816100000001,18.643501,SE
20618,238960,4309,Path of Exile,60.12816100000001,18.643501,SE
20646,209870,158,Blacklight: Retribution,60.12816100000001,18.643501,SE
20650,222660,67,Retro/Grade,60.12816100000001,18.643501,SE
20653,224760,187,FEZ,60.12816100000001,18.643501,SE
20657,231430,1322,Company of Heroes 2,60.12816100000001,18.643501,SE
20738,219990,1864,Grim Dawn,60.12816100000001,18.643501,SE
20763,236090,1047,Dust: An Elysian Tail,60.12816100000001,18.643501,SE
20789,241600,1035,Rogue Legacy,60.12816100000001,18.643501,SE
20808,229480,91,Dungeons & Dragons: Chronicles of Mystara,60.12816100000001,18.643501,SE
20814,234390,151,Teleglitch: Die More Edition,60.12816100000001,18.643501,SE
20817,225080,228,Brothers - A Tale of Two Sons,60.12816100000001,18.643501,SE
20824,248820,1665,Risk of Rain,60.12816100000001,18.643501,SE
20834,239350,2218,Spelunky,60.12816100000001,18.643501,SE
20844,238280,77,Legend of Dungeon,60.12816100000001,18.643501,SE
20845,209000,822,Batman™: Arkham Origins,60.12816100000001,18.643501,SE
20855,250110,467,Assault Android Cactus,60.12816100000001,18.643501,SE
20863,250260,136,Jazzpunk: Director's Cut,60.12816100000001,18.643501,SE
20876,250760,397,Shovel Knight: Treasure Trove,60.12816100000001,18.643501,SE
20893,252410,256,SteamWorld Dig,60.12816100000001,18.643501,SE
20906,253750,191,Ikaruga,60.12816100000001,18.643501,SE
20911,233130,55,Shadow Warrior,60.12816100000001,18.643501,SE
20913,221910,160,The Stanley Parable,60.12816100000001,18.643501,SE
20922,260790,394,1001 Spikes,60.12816100000001,18.643501,SE
20934,246580,74,The Typing of The Dead: Overkill,60.12816100000001,18.643501,SE
20939,261570,235,Ori and the Blind Forest,60.12816100000001,18.643501,SE
20953,262060,153,Darkest Dungeon®,60.12816100000001,18.643501,SE
20962,230230,1100,Divinity: Original Sin (Classic),60.12816100000001,18.643501,SE
20977,237990,183,The Banner Saga,60.12816100000001,18.643501,SE
20989,285440,268,Crimzon Clover  WORLD IGNITION,60.12816100000001,18.643501,SE
21007,236430,2986,DARK SOULS™ II,60.12816100000001,18.643501,SE
21040,201810,877,Wolfenstein: The New Order,60.12816100000001,18.643501,SE
21074,237930,575,Transistor,60.12816100000001,18.643501,SE
21086,244160,1000,Homeworld Remastered Collection,60.12816100000001,18.643501,SE
21119,311340,180,METAL GEAR SOLID V: GROUND ZEROES,60.12816100000001,18.643501,SE
21122,311690,911,Enter the Gungeon,60.12816100000001,18.643501,SE
21126,314180,61,Deathsmiles,60.12816100000001,18.643501,SE
21140,241930,1263,Middle-earth™: Shadow of Mordor™,60.12816100000001,18.643501,SE
21163,209650,396,Call of Duty: Advanced Warfare,60.12816100000001,18.643501,SE
21184,257850,426,Hyper Light Drifter,60.12816100000001,18.643501,SE
21185,347160,85,Steredenn,60.12816100000001,18.643501,SE
